1617235200000,1.19172000,1.19500000,1.19095000,1.19416000,1912960.20000000,1617236099999,2282454.05355700,3176,913053.10000000,1089534.74941400,0
1617236100000,1.19397000,1.19426000,1.19251000,1.19289000,66115.10000000,1617236999999,78878.89112200,183,30962.40000000,36940.22165200,0
1617237000000,1.19921000,1.20300000,1.19500000,1.19707000,4024323.90000000,1617237899999,4824751.06581400,4943,1506570.60000000,1807225.90184400,0
1617237900000,1.19707000,1.19900000,1.19147000,1.19440000,1346353.50000000,1617238799999,1609359.99712400,2679,607178.70000000,725850.25083900,0
1617238800000,1.19465000,1.19635000,1.19300000,1.19435000,1618945.50000000,1617239699999,1933639.75905200,2801,870785.50000000,1040121.29495000,0
1617239700000,1.19426000,1.19472000,1.18705000,1.19104000,2773703.80000000,1617240599999,3302780.69498200,4324,1258414.30000000,1498079.49222300,0
1617240600000,1.19085000,1.19188000,1.18705000,1.18864000,2456300.20000000,1617241499999,2920824.21188900,3221,1386852.40000000,1649061.98955500,0
1617241500000,1.18864000,1.19212000,1.18860000,1.19015000,1909299.10000000,1617242399999,2271956.61278900,2293,1127529.20000000,1341747.99715000,0
1617242400000,1.19011000,1.19191000,1.18966000,1.19064000,1071023.00000000,1617243299999,1275625.96764300,2142,549454.90000000,654454.93308900,0
1617243300000,1.19065000,1.19200000,1.18870000,1.19057000,1055609.70000000,1617244199999,1256723.52282300,2155,533274.10000000,634902.40317000,0
1617244200000,1.19058000,1.19215000,1.18895000,1.19035000,781171.30000000,1617245099999,930358.60563300,1849,397067.40000000,472981.18150300,0
1617245100000,1.19035000,1.19266000,1.19000000,1.19127000,810689.50000000,1617245999999,965827.25817500,1773,433940.80000000,517040.28712700,0
1617246000000,1.19138000,1.19149000,1.18730000,1.18924000,1015885.80000000,1617246899999,1208334.27998700,2105,521807.80000000,620663.45323700,0
1617246900000,1.18924000,1.19090000,1.18669000,1.18741000,1150233.00000000,1617247799999,1367406.77424000,2139,555333.90000000,660407.97734500,0
1617247800000,1.18734000,1.18950000,1.18674000,1.18846000,1170896.40000000,1617248699999,1391045.84141200,1859,623626.40000000,740837.33296000,0
1617248700000,1.18841000,1.18860000,1.18590000,1.18779000,1297652.20000000,1617249599999,1540409.41639500,2080,720010.00000000,854739.80631200,0
1617249600000,1.18780000,1.18984000,1.18637000,1.18822000,1328362.30000000,1617250499999,1578452.65571100,2030,614192.60000000,729984.04580300,0
1617250500000,1.18827000,1.19188000,1.18822000,1.19098000,933589.10000000,1617251399999,1111569.56717800,1911,433187.40000000,515781.64902400,0
1617251400000,1.19097000,1.19900000,1.19090000,1.19813000,2641507.00000000,1617252299999,3161678.99868400,4547,1534594.90000000,1836638.00929400,0
1617252300000,1.19806000,1.19924000,1.18736000,1.19403000,3006408.50000000,1617253199999,3586851.59798900,4604,1525940.40000000,1820305.39081800,0
1617253200000,1.19403000,1.19869000,1.19400000,1.19647000,1922108.20000000,1617254099999,2300040.61865200,2921,941017.40000000,1126082.54119700,0
1617254100000,1.19648000,1.19784000,1.19477000,1.19660000,1834837.90000000,1617254999999,2194940.29360400,2656,889258.10000000,1063874.02319500,0
1617255000000,1.19660000,1.19724000,1.19193000,1.19297000,1236150.90000000,1617255899999,1476842.61993200,2308,547886.60000000,654601.06974900,0
1617255900000,1.19297000,1.19368000,1.18900000,1.18923000,1689384.30000000,1617256799999,2011839.88019200,2522,772526.70000000,920141.75241800,0
1617256800000,1.18915000,1.19237000,1.18900000,1.19179000,1384336.70000000,1617257699999,1648532.65396100,2346,728827.70000000,867950.79499100,0
1617257700000,1.19165000,1.19478000,1.19098000,1.19272000,1445749.90000000,1617258599999,1724723.04261500,2598,758222.90000000,904618.51325100,0
1617258600000,1.19271000,1.19395000,1.19147000,1.19331000,2054437.60000000,1617259499999,2450267.47764700,2697,823157.90000000,981779.84338600,0
1617259500000,1.19332000,1.19450000,1.18445000,1.18838000,2829961.30000000,1617260399999,3369960.50412100,4769,996714.60000000,1187232.47022400,0
1617260400000,1.18840000,1.19036000,1.18100000,1.18920000,2683571.20000000,1617261299999,3181467.43868500,5085,1316233.60000000,1560088.20879400,0
1617261300000,1.18906000,1.19226000,1.18834000,1.19084000,2225566.00000000,1617262199999,2650081.05783200,3351,1383463.40000000,1647439.45442500,0
1617262200000,1.19085000,1.19200000,1.18901000,1.19005000,1782713.40000000,1617263099999,2122615.08154500,2900,1051349.40000000,1251919.71718300,0
1617263100000,1.19006000,1.19463000,1.18836000,1.19140000,2750482.10000000,1617263999999,3277507.45074900,3960,1233223.20000000,1469567.90128900,0
