1614556800000,1.31279000,1.32288000,1.28055000,1.30000000,15453000.80000000,1614557699999,20049057.98025000,17259,7644681.00000000,9917587.32808500,0
1614557700000,1.30000000,1.31881000,1.29041000,1.29569000,19462930.70000000,1614558599999,25420801.14001600,17174,8777007.30000000,11470312.08390400,0
1614558600000,1.29569000,1.30299000,1.28090000,1.28442000,11858207.70000000,1614559499999,15360815.71038500,11188,5528802.40000000,7165300.95399500,0
1614559500000,1.28411000,1.29128000,1.27000000,1.27176000,12902932.70000000,1614560399999,16518635.40175600,12800,6360107.10000000,8145614.94538100,0
1614560400000,1.27156000,1.28050000,1.25344000,1.26090000,15334620.20000000,1614561299999,19411616.31590300,20516,7929590.40000000,10045435.81826800,0
1614561300000,1.26097000,1.27007000,1.25880000,1.26625000,9300003.90000000,1614562199999,11777481.39807200,15004,4685807.30000000,5934245.47796800,0
1614562200000,1.26627000,1.28443000,1.26558000,1.28244000,10046603.00000000,1614563099999,12829618.76849500,16813,5543689.10000000,7078120.73611600,0
1614563100000,1.28244000,1.28930000,1.27510000,1.28681000,8114921.00000000,1614563999999,10419701.07027100,13198,3952745.50000000,5075948.95397300,0
1614564000000,1.28662000,1.29270000,1.27302000,1.27345000,6761117.40000000,1614564899999,8662137.76669000,8252,3070209.70000000,3937412.59937000,0
1614564900000,1.27363000,1.28880000,1.27009000,1.27910000,6037580.00000000,1614565799999,7722247.47376900,7891,3314205.50000000,4239494.75674800,0
1614565800000,1.27910000,1.30340000,1.27910000,1.29256000,10931507.10000000,1614566699999,14160332.00779200,13545,5512253.80000000,7139860.32030000,0
1614566700000,1.29256000,1.29276000,1.26200000,1.26882000,9942285.00000000,1614567599999,12684452.85817700,12189,4633524.40000000,5910629.74517500,0
1614567600000,1.26878000,1.27633000,1.24692000,1.26922000,13687795.00000000,1614568499999,17264876.66786700,22336,6676267.40000000,8424285.66473500,0
1614568500000,1.26919000,1.27600000,1.26611000,1.27496000,6853203.20000000,1614569399999,8712303.92563100,16064,4044002.20000000,5141866.16841900,0
1614569400000,1.27497000,1.27954000,1.26166000,1.27722000,5693501.80000000,1614570299999,7236022.93687200,15720,2991783.30000000,3803755.47514300,0
1614570300000,1.27790000,1.28290000,1.26641000,1.27322000,6677001.90000000,1614571199999,8516781.02491400,16779,3627684.80000000,4629284.81286700,0
1614571200000,1.27355000,1.28490000,1.27036000,1.27588000,7865670.20000000,1614572099999,10046933.76907900,7122,4468860.10000000,5707880.44891500,0
1614572100000,1.27534000,1.28100000,1.26158000,1.27033000,6784519.20000000,1614572999999,8616594.44340900,7849,3422144.90000000,4346000.28726900,0
1614573000000,1.27035000,1.27239000,1.26110000,1.27000000,5563863.40000000,1614573899999,7049955.39480100,5963,2905121.00000000,3682012.06092300,0
1614573900000,1.26964000,1.28217000,1.26833000,1.27560000,5212604.50000000,1614574799999,6653900.39284600,8240,2613513.80000000,3336375.80865600,0
1614574800000,1.27560000,1.28000000,1.26800000,1.26851000,4332537.00000000,1614575699999,5523661.92846300,5497,2386133.30000000,3043180.58488800,0
1614575700000,1.26855000,1.27276000,1.26544000,1.26666000,4327522.70000000,1614576599999,5493214.39623000,5524,1926141.20000000,2445247.32593200,0
1614576600000,1.26666000,1.27200000,1.25661000,1.25857000,7282028.00000000,1614577499999,9208131.56074500,7717,2876798.50000000,3640492.15641600,0
1614577500000,1.25833000,1.26554000,1.25373000,1.26554000,5671828.10000000,1614578399999,7140045.60076900,5904,3067698.80000000,3862471.94427900,0
1614578400000,1.26549000,1.26782000,1.25560000,1.26098000,5845658.20000000,1614579299999,7368727.07185200,6286,2730837.00000000,3443580.96045700,0
1614579300000,1.26098000,1.26538000,1.25632000,1.25990000,4393958.20000000,1614580199999,5538148.80971400,5244,2324196.60000000,2929737.57304300,0
1614580200000,1.25990000,1.26400000,1.23500000,1.23984000,11691415.70000000,1614581099999,14581808.90878200,12977,4736307.10000000,5910761.20083700,0
1614581100000,1.23984000,1.24500000,1.23131000,1.23817000,10059026.20000000,1614581999999,12438879.27468800,9812,5410756.30000000,6691701.83343600,0
1614582000000,1.23823000,1.25556000,1.23683000,1.25555000,9768052.20000000,1614582899999,12191485.70848900,10483,5562353.70000000,6940316.15500500,0
1614582900000,1.25544000,1.25916000,1.24883000,1.25747000,5468534.00000000,1614583799999,6870887.47340300,8209,2758169.90000000,3466283.28707600,0
1614583800000,1.25743000,1.26500000,1.24729000,1.26466000,7946072.90000000,1614584699999,9992795.50062700,9065,4721438.80000000,5937655.68460400,0
1614584700000,1.26450000,1.27204000,1.25716000,1.27087000,4704520.80000000,1614585599999,5949403.07940000,6001,2820656.10000000,3567623.86182800,0
1614585600000,1.27708000,1.29000000,1.27550000,1.27800000,13468182.50000000,1614586499999,17272397.41409400,27443,6601679.90000000,8466638.94564300,0
1614586500000,1.27798000,1.30800000,1.27798000,1.30019000,15991920.00000000,1614587399999,20703324.48269900,29468,8292795.10000000,10741737.24335500,0
